MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20230328,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-28,2023-04-03,1
20230321,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-21,2023-03-27,1
20230314,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-14,2023-03-20,1
20230307,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-03-07,2023-03-13,1
20230228,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-28,2023-03-06,1
20230221,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-21,2023-02-27,1
20230214,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-14,2023-02-20,1
20230207,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-02-07,2023-02-13,1
20230131,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-31,2023-02-06,1
20230124,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-24,2023-01-30,1
20230117,25009,Essex County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2023-01-17,2023-01-23,1
20230110,25009,Essex County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2023-01-10,2023-01-16,1
20230103,25009,Essex County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2023-01-03,2023-01-09,1
20221227,25009,Essex County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2022-12-27,2023-01-02,1
20221220,25009,Essex County,MA,0.00,100.00,98.14,0.00,0.00,0.00,2022-12-20,2022-12-26,1
20221213,25009,Essex County,MA,0.00,100.00,98.14,52.97,0.00,0.00,2022-12-13,2022-12-19,1
20221206,25009,Essex County,MA,0.00,100.00,98.14,52.97,0.00,0.00,2022-12-06,2022-12-12,1
20221129,25009,Essex County,MA,0.00,100.00,98.14,52.97,0.00,0.00,2022-11-29,2022-12-05,1
20221122,25009,Essex County,MA,0.00,100.00,98.14,52.97,0.00,0.00,2022-11-22,2022-11-28,1
20221115,25009,Essex County,MA,0.00,100.00,100.00,75.19,0.00,0.00,2022-11-15,2022-11-21,1
20221108,25009,Essex County,MA,0.00,100.00,100.00,75.19,0.00,0.00,2022-11-08,2022-11-14,1
20221101,25009,Essex County,MA,0.00,100.00,100.00,75.19,0.00,0.00,2022-11-01,2022-11-07,1
20221025,25009,Essex County,MA,0.00,100.00,100.00,75.19,0.00,0.00,2022-10-25,2022-10-31,1
20221018,25009,Essex County,MA,0.00,100.00,100.00,88.31,0.00,0.00,2022-10-18,2022-10-24,1
20221011,25009,Essex County,MA,0.00,100.00,100.00,100.00,52.01,0.00,2022-10-11,2022-10-17,1
20221004,25009,Essex County,MA,0.00,100.00,100.00,100.00,52.01,0.00,2022-10-04,2022-10-10,1
20220927,25009,Essex County,MA,0.00,100.00,100.00,100.00,52.01,0.00,2022-09-27,2022-10-03,1
20220920,25009,Essex County,MA,0.00,100.00,100.00,100.00,55.40,0.00,2022-09-20,2022-09-26,1
20220913,25009,Essex County,MA,0.00,100.00,100.00,100.00,55.40,0.00,2022-09-13,2022-09-19,1
20220906,25009,Essex County,MA,0.00,100.00,100.00,100.00,55.40,0.00,2022-09-06,2022-09-12,1
20220830,25009,Essex County,MA,0.00,100.00,100.00,100.00,94.63,0.00,2022-08-30,2022-09-05,1
20220823,25009,Essex County,MA,0.00,100.00,100.00,100.00,93.81,0.00,2022-08-23,2022-08-29,1
20220816,25009,Essex County,MA,0.00,100.00,100.00,100.00,93.81,0.00,2022-08-16,2022-08-22,1
20220809,25009,Essex County,MA,0.00,100.00,100.00,100.00,73.30,0.00,2022-08-09,2022-08-15,1
20220802,25009,Essex County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2022-08-02,2022-08-08,1
20220726,25009,Essex County,MA,0.00,100.00,100.00,99.91,0.00,0.00,2022-07-26,2022-08-01,1
20220719,25009,Essex County,MA,0.00,100.00,100.00,99.91,0.00,0.00,2022-07-19,2022-07-25,1
20220712,25009,Essex County,MA,0.00,100.00,100.00,99.36,0.00,0.00,2022-07-12,2022-07-18,1
20220705,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2022-07-05,2022-07-11,1
20220628,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2022-06-28,2022-07-04,1
20220621,25009,Essex County,MA,0.00,100.00,77.42,0.00,0.00,0.00,2022-06-21,2022-06-27,1
20220614,25009,Essex County,MA,0.00,100.00,77.42,0.00,0.00,0.00,2022-06-14,2022-06-20,1
20220607,25009,Essex County,MA,0.00,100.00,77.42,0.00,0.00,0.00,2022-06-07,2022-06-13,1
20220531,25009,Essex County,MA,0.00,100.00,77.42,0.00,0.00,0.00,2022-05-31,2022-06-06,1
20220524,25009,Essex County,MA,0.00,100.00,60.90,0.00,0.00,0.00,2022-05-24,2022-05-30,1
20220517,25009,Essex County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2022-05-17,2022-05-23,1
20220510,25009,Essex County,MA,37.11,62.89,0.00,0.00,0.00,0.00,2022-05-10,2022-05-16,1
20220503,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-05-03,2022-05-09,1
20220426,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-26,2022-05-02,1
20220419,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-19,2022-04-25,1
20220412,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-12,2022-04-18,1
20220405,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-04-05,2022-04-11,1
20220329,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-29,2022-04-04,1
20220322,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-22,2022-03-28,1
20220315,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-15,2022-03-21,1
20220308,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-08,2022-03-14,1
20220301,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-03-01,2022-03-07,1
20220222,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-02-22,2022-02-28,1
20220215,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-02-15,2022-02-21,1
20220208,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-02-08,2022-02-14,1
20220201,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-02-01,2022-02-07,1
20220125,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-25,2022-01-31,1
20220118,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-18,2022-01-24,1
20220111,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-11,2022-01-17,1
20220104,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-04,2022-01-10,1
20211228,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-28,2022-01-03,1
20211221,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-21,2021-12-27,1
20211214,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-14,2021-12-20,1
20211207,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-07,2021-12-13,1
20211130,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-30,2021-12-06,1
20211123,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-23,2021-11-29,1
20211116,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-16,2021-11-22,1
20211109,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-09,2021-11-15,1
20211102,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-02,2021-11-08,1
20211026,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-26,2021-11-01,1
20211019,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-19,2021-10-25,1
20211012,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-12,2021-10-18,1
20211005,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-05,2021-10-11,1
20210928,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-28,2021-10-04,1
20210921,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-21,2021-09-27,1
20210914,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-14,2021-09-20,1
20210907,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-07,2021-09-13,1
20210831,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-31,2021-09-06,1
20210824,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-24,2021-08-30,1
20210817,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-17,2021-08-23,1
20210810,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-10,2021-08-16,1
20210803,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-03,2021-08-09,1
20210727,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-27,2021-08-02,1
20210720,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-20,2021-07-26,1
20210713,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-13,2021-07-19,1
20210706,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-06,2021-07-12,1
20210629,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-06-29,2021-07-05,1
20210622,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-06-22,2021-06-28,1
20210615,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-06-15,2021-06-21,1
20210608,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-06-08,2021-06-14,1
20210601,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-06-01,2021-06-07,1
20210525,25009,Essex County,MA,77.48,22.52,0.00,0.00,0.00,0.00,2021-05-25,2021-05-31,1
20210518,25009,Essex County,MA,77.48,22.52,0.00,0.00,0.00,0.00,2021-05-18,2021-05-24,1
20210511,25009,Essex County,MA,77.48,22.52,0.00,0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210504,25009,Essex County,MA,71.64,28.36,0.43,0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210427,25009,Essex County,MA,0.00,100.00,6.89,0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210420,25009,Essex County,MA,0.00,100.00,6.89,0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210413,25009,Essex County,MA,0.00,100.00,6.89,0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210406,25009,Essex County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210330,25009,Essex County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210323,25009,Essex County,MA,5.94,94.06,0.00,0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210316,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210309,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-09,2021-03-15,1
20210302,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-03-02,2021-03-08,1
20210223,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-23,2021-03-01,1
20210216,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-16,2021-02-22,1
20210209,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-09,2021-02-15,1
20210202,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2021-02-02,2021-02-08,1
20210126,25009,Essex County,MA,99.97,0.03,0.00,0.00,0.00,0.00,2021-01-26,2021-02-01,1
20210119,25009,Essex County,MA,99.97,0.03,0.00,0.00,0.00,0.00,2021-01-19,2021-01-25,1
20210112,25009,Essex County,MA,99.97,0.03,0.00,0.00,0.00,0.00,2021-01-12,2021-01-18,1
20210105,25009,Essex County,MA,99.94,0.06,0.00,0.00,0.00,0.00,2021-01-05,2021-01-11,1
20201229,25009,Essex County,MA,99.77,0.23,0.00,0.00,0.00,0.00,2020-12-29,2021-01-04,1
20201222,25009,Essex County,MA,63.28,36.72,0.23,0.00,0.00,0.00,2020-12-22,2020-12-28,1
20201215,25009,Essex County,MA,63.28,36.72,0.23,0.00,0.00,0.00,2020-12-15,2020-12-21,1
20201208,25009,Essex County,MA,0.00,100.00,0.23,0.00,0.00,0.00,2020-12-08,2020-12-14,1
20201201,25009,Essex County,MA,0.00,100.00,17.73,0.00,0.00,0.00,2020-12-01,2020-12-07,1
20201124,25009,Essex County,MA,0.00,100.00,89.49,0.00,0.00,0.00,2020-11-24,2020-11-30,1
20201117,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2020-11-17,2020-11-23,1
20201110,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2020-11-10,2020-11-16,1
20201103,25009,Essex County,MA,0.00,100.00,100.00,0.00,0.00,0.00,2020-11-03,2020-11-09,1
20201027,25009,Essex County,MA,0.00,100.00,100.00,0.98,0.00,0.00,2020-10-27,2020-11-02,1
20201020,25009,Essex County,MA,0.00,100.00,100.00,0.98,0.00,0.00,2020-10-20,2020-10-26,1
20201013,25009,Essex County,MA,0.00,100.00,100.00,100.00,0.98,0.00,2020-10-13,2020-10-19,1
20201006,25009,Essex County,MA,0.00,100.00,100.00,100.00,0.98,0.00,2020-10-06,2020-10-12,1
20200929,25009,Essex County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2020-09-29,2020-10-05,1
20200922,25009,Essex County,MA,0.00,100.00,100.00,100.00,0.00,0.00,2020-09-22,2020-09-28,1
20200915,25009,Essex County,MA,0.00,100.00,100.00,7.00,0.00,0.00,2020-09-15,2020-09-21,1
20200908,25009,Essex County,MA,0.00,100.00,100.00,7.00,0.00,0.00,2020-09-08,2020-09-14,1
20200901,25009,Essex County,MA,0.00,100.00,100.00,7.00,0.00,0.00,2020-09-01,2020-09-07,1
20200825,25009,Essex County,MA,0.00,100.00,100.00,7.00,0.00,0.00,2020-08-25,2020-08-31,1
20200818,25009,Essex County,MA,0.00,100.00,100.00,6.57,0.00,0.00,2020-08-18,2020-08-24,1
20200811,25009,Essex County,MA,0.00,100.00,54.65,0.00,0.00,0.00,2020-08-11,2020-08-17,1
20200804,25009,Essex County,MA,0.00,100.00,54.65,0.00,0.00,0.00,2020-08-04,2020-08-10,1
20200728,25009,Essex County,MA,0.00,100.00,54.65,0.00,0.00,0.00,2020-07-28,2020-08-03,1
20200721,25009,Essex County,MA,0.00,100.00,54.65,0.00,0.00,0.00,2020-07-21,2020-07-27,1
20200714,25009,Essex County,MA,0.00,100.00,54.65,0.00,0.00,0.00,2020-07-14,2020-07-20,1
20200707,25009,Essex County,MA,0.00,100.00,54.65,0.00,0.00,0.00,2020-07-07,2020-07-13,1
20200630,25009,Essex County,MA,0.00,100.00,54.65,0.00,0.00,0.00,2020-06-30,2020-07-06,1
20200623,25009,Essex County,MA,0.00,100.00,54.65,0.00,0.00,0.00,2020-06-23,2020-06-29,1
20200616,25009,Essex County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,1
20200609,25009,Essex County,MA,0.02,99.98,0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,1
20200602,25009,Essex County,MA,0.13,99.87,0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,1
20200526,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-26,2020-06-01,1
20200519,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-19,2020-05-25,1
20200512,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-12,2020-05-18,1
20200505,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,1
20200428,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,1
20200421,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,1
20200414,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,1
20200407,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,1
20200331,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,1
20200324,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,1
20200317,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,1
20200310,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,1
20200303,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,1
20200225,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,1
20200218,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,1
20200211,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200204,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200128,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200121,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200114,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200107,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,1
20191231,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191224,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,1
20191217,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-17,2019-12-23,1
20191210,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-10,2019-12-16,1
20191203,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-03,2019-12-09,1
20191126,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-26,2019-12-02,1
20191119,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-19,2019-11-25,1
20191112,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-12,2019-11-18,1
20191105,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,25009,Essex County,MA,1.06,98.94,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,25009,Essex County,MA,1.06,98.94,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,25009,Essex County,MA,1.06,98.94,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,25009,Essex County,MA,9.66,90.34,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,25009,Essex County,MA,9.63,90.37,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,25009,Essex County,MA,9.76,90.24,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20181030,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-30,2018-11-05,1
20181023,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-23,2018-10-29,1
20181016,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-16,2018-10-22,1
20181009,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-09,2018-10-15,1
20181002,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-02,2018-10-08,1
20180925,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-25,2018-10-01,1
20180918,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,1
20180911,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,1
20180904,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,1
20180828,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,1
20180821,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,1
20180814,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,1
20180807,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,1
20180731,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,1
20180724,25009,Essex County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,1
20180717,25009,Essex County,MA,0.00,100.00,86.04,0.00,0.00,0.00,2018-07-17,2018-07-23,1
20180710,25009,Essex County,MA,0.00,100.00,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,1
20180703,25009,Essex County,MA,0.07,99.93,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,1
20180626,25009,Essex County,MA,0.07,99.93,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,1
20180619,25009,Essex County,MA,0.07,99.93,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
20180612,25009,Essex County,MA,34.58,65.42,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
20180605,25009,Essex County,MA,34.58,65.42,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
20180529,25009,Essex County,MA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
